,bigrams,freq
69305,"('sst', 'reported')",6
69306,"('areas', 'although')",3
69307,"('areas', 'reported')",3
69308,"('chain', 'related')",4
69309,"('core', 'strong')",11
69310,"('long', 'surface')",4
69311,"('correlations', 'observed')",3
69312,"('study', 'regional')",3
69313,"('may', 'although')",5
69314,"('role', 'although')",4
69315,"('although', 'receptor')",4
69316,"('failed', 'binding')",3
69317,"('binding', 'activation')",4
69318,"('binding', 'using')",4
69319,"('using', 'experimental')",3
69320,"('figure', 'increase')",8
69321,"('increase', 'result')",3
69322,"('towards', 'result')",3
69323,"('real', 'interest')",3
69324,"('results', 'increasing')",4
69325,"('increasing', 'monotonically')",3
69326,"('model', 'present')",3
69327,"('present', 'calculations')",3
69328,"('calculations', 'model')",5
69329,"('using', 'contrary')",3
69330,"('model', 'ref')",3
69331,"('contrary', 'ref')",6
69332,"('contrary', 'demonstrated')",4
69333,"('conclusion', 'strongly')",3
69334,"('external', 'field')",4
69335,"('inside', 'data')",3
69336,"('shift', 'allow')",3
69337,"('early', 'many')",3
69338,"('liu', 'study')",9
69339,"('discrepancy', 'literature')",5
69340,"('literature', 'factors')",3
69341,"('may', 'additional')",6
69342,"('two', 'additional')",3
69343,"('observed', 'derive')",3
69344,"('derive', 'model')",3
69345,"('sea', 'obtained')",3
69346,"('demonstrated', 'order')",3
69347,"('frequency', 'almost')",3
69348,"('almost', 'previously')",5
69349,"('reported', 'importantly')",3
69350,"('result', 'first')",4
69351,"('wavelength', 'smaller')",3
69352,"('total', 'resistance')",3
69353,"('vascular', 'resistance')",3
69354,"('vascular', 'normal')",3
69355,"('sympathetic', 'activation')",6
69356,"('findings', 'contrasting')",3
69357,"('shown', 'obesity')",3
69358,"('shown', 'increases')",4
69359,"('shown', 'msna')",3
69360,"('sleep', 'apnea')",6
69361,"('increase', 'positive')",4
69362,"('strong', 'positive')",3
69363,"('positive', 'measured')",3
69364,"('correlation', 'measured')",4
69365,"('measured', 'observed')",5
69366,"('arm', 'shown')",3
69367,"('leg', 'shown')",3
69368,"('shown', 'measurements')",3
69369,"('arm', 'msna')",5
69370,"('arm', 'concordant')",3
69371,"('leg', 'msna')",5
69372,"('leg', 'concordant')",3
69373,"('msna', 'concordant')",3
69374,"('measurements', 'rest')",3
69375,"('lower', 'negative')",6
69376,"('body', 'pressure')",3
69377,"('negative', 'pressure')",6
69378,"('negative', 'amp')",4
69379,"('amp', 'static')",3
69380,"('amp', 'leg')",4
69381,"('shown', 'stress')",3
69382,"('mental', 'stress')",4
69383,"('could', 'reproduced')",4
69384,"('result', 'showing')",4
69385,"('contrasts', 'showing')",5
69386,"('report', 'showing')",7
69387,"('showing', 'loss')",4
69388,"('weight', 'diet')",4
69389,"('loss', 'exercise')",4
69390,"('responses', 'stress')",3
69391,"('present', 'weight')",4
69392,"('without', 'activity')",3
69393,"('value', 'rate')",3
69394,"('rate', 'result')",6
69395,"('similar', 'countries')",4
69396,"('type', 'result')",5
69397,"('study', 'specific')",6
69398,"('specific', 'similar')",5
69399,"('specific', 'findings')",9
69400,"('specific', 'studies')",3
69401,"('china', 'studies')",6
69402,"('dim', 'dim')",3
69403,"('result', 'flux')",3
69404,"('flux', 'results')",3
69405,"('surprising', 'study')",3
69406,"('experiments', 'due')",4
69407,"('cultures', 'positive')",5
69408,"('also', 'populations')",4
69409,"('cronin', 'found')",6
69410,"('future', 'workers')",4
69411,"('shift', 'workers')",7
69412,"('workers', 'day')",3
69413,"('differ', 'terms')",5
69414,"('day', 'workers')",8
69415,"('previous', 'current')",5
69416,"('cardiovascular', 'factors')",5
69417,"('future', 'findings')",3
69418,"('day', 'results')",3
69419,"('results', 'recently')",4
69420,"('study', 'shift')",3
69421,"('hypoxia', 'increase')",3
69422,"('reported', 'gene')",3
69423,"('increase', 'gene')",3
69424,"('gene', 'dna')",4
69425,"('expression', 'dna')",5
69426,"('activity', 'type')",3
69427,"('activity', 'effect')",3
69428,"('type', 'effect')",4
69429,"('type', 'since')",3
69430,"('effect', 'since')",3
69431,"('effect', 'amount')",4
69432,"('present', 'amount')",4
69433,"('since', 'amount')",3
69434,"('since', 'complex')",4
69435,"('since', 'fig')",3
69436,"('since', 'evidence')",3
69437,"('amount', 'complex')",3
69438,"('amount', 'fig')",3
69439,"('complex', 'fig')",4
69440,"('complex', 'type')",3
69441,"('fig', 'effect')",4
69442,"('amount', 'shown')",3
69443,"('shown', 'represent')",3
69444,"('shown', 'actually')",3
69445,"('increased', 'type')",3
69446,"('weight', 'exposure')",3
69447,"('male', 'although')",4
69448,"('level', 'used')",3
69449,"('used', 'experiment')",5
69450,"('experiment', 'result')",3
69451,"('showed', 'weak')",7
69452,"('mouse', 'however')",3
69453,"('mouse', 'little')",3
69454,"('however', 'little')",6
69455,"('little', 'regulating')",4
69456,"('known', 'data')",4
69457,"('genes', 'regulating')",5
69458,"('data', 'variations')",4
69459,"('data', 'gene')",4
69460,"('data', 'encodes')",3
69461,"('relation', 'variations')",3
69462,"('relation', 'gene')",3
69463,"('relation', 'encodes')",3
69464,"('relation', 'levels')",6
69465,"('variations', 'encodes')",3
69466,"('variations', 'levels')",3
69467,"('variations', 'conflicting')",3
69468,"('gene', 'encodes')",3
69469,"('gene', 'levels')",3
69470,"('gene', 'conflicting')",3
69471,"('gene', 'earlier')",3
69472,"('encodes', 'levels')",3
69473,"('encodes', 'conflicting')",3
69474,"('encodes', 'earlier')",3
69475,"('encodes', 'analysis')",3
69476,"('levels', 'conflicting')",3
69477,"('levels', 'analysis')",3
69478,"('conflicting', 'earlier')",3
69479,"('conflicting', 'analysis')",3
69480,"('conflicting', 'women')",3
69481,"('conflicting', 'find')",3
69482,"('earlier', 'women')",7
69483,"('earlier', 'significant')",6
69484,"('analysis', 'significant')",8
69485,"('analysis', 'associations')",4
69486,"('women', 'find')",3
69487,"('women', 'associations')",4
69488,"('women', 'genetic')",3
69489,"('find', 'associations')",6
69490,"('find', 'genetic')",3
69491,"('find', 'variability')",6
69492,"('associations', 'genetic')",4
69493,"('associations', 'variability')",3
69494,"('associations', 'levels')",8
69495,"('levels', 'known')",3
69496,"('genetic', 'data')",5
69497,"('variability', 'data')",3
69498,"('levels', 'variations')",3
69499,"('levels', 'gene')",4
69500,"('genetic', 'chromosome')",3
69501,"('may', 'variance')",3
69502,"('account', 'variance')",6
69503,"('variance', 'reported')",5
69504,"('reported', 'amino')",4
69505,"('reported', 'variant')",3
69506,"('change', 'type')",3
69507,"('variant', 'risk')",3
69508,"('associated', 'type')",4
69509,"('associated', 'diabetes')",4
69510,"('indians', 'whites')",3
69511,"('north', 'well')",5
69512,"('european', 'well')",3
69513,"('whites', 'women')",4
69514,"('well', 'given')",5
69515,"('study', 'given')",8
69516,"('power', 'identify')",4
69517,"('odds', 'study')",3
69518,"('ratio', 'may')",4
69519,"('genetic', 'effects')",5
69520,"('genetic', 'study')",4
69521,"('findings', 'sample')",4
69522,"('risk', 'high')",6
69523,"('hand', 'findings')",4
69524,"('findings', 'published')",6
69525,"('higher', 'researches')",3
69526,"('published', 'findings')",4
69527,"('body', 'cancer')",4
69528,"('evidence', 'breast')",3
69529,"('evidence', 'incidence')",4
69530,"('cancer', 'age')",3
69531,"('cancer', 'risk')",7
69532,"('findings', 'women')",3
69533,"('another', 'indicated')",4
69534,"('studies', 'female')",14
69535,"('indicated', 'highest')",3
69536,"('indicated', 'female')",7
69537,"('highest', 'age')",3
69538,"('female', 'age')",4
69539,"('female', 'years')",5
69540,"('shown', 'age')",4
69541,"('age', 'category')",3
69542,"('years', 'much')",3
69543,"('much', 'risk')",3
69544,"('found', 'experienced')",3
69545,"('experienced', 'previous')",3
69546,"('breast', 'biopsy')",10
69547,"('first', 'birth')",3
69548,"('age', 'contradict')",3
69549,"('age', 'another')",3
69550,"('susceptibility', 'could')",3
69551,"('could', 'risk')",3
69552,"('risk', 'relatives')",4
69553,"('first', 'degree')",3
69554,"('relatives', 'risk')",4
69555,"('screening', 'early')",3
69556,"('early', 'detection')",5
69557,"('symptoms', 'frequent')",4
69558,"('frequent', 'breast')",3
69559,"('mortality', 'extracts')",4
69560,"('regarding', 'differences')",4
69561,"('among', 'procedures')",3
69562,"('solvent', 'mixtures')",3
69563,"('aqueous', 'mixtures')",3
69564,"('procedures', 'may')",4
69565,"('comparison', 'previous')",10
69566,"('conditions', 'important')",4
69567,"('chemical', 'compounds')",3
69568,"('uniflora', 'lee')",4
69569,"('hydrolysable', 'lee')",4
69570,"('tannins', 'lee')",4
69571,"('lee', 'lee')",4
69572,"('lee', 'derivates')",4
69573,"('lee', 'rattman')",4
69574,"('bit', 'study')",3
69575,"('india', 'study')",5
69576,"('study', 'wherein')",3
69577,"('investigate', 'whether')",4
69578,"('ipo', 'initial')",4
69579,"('volumes', 'determined')",4
69580,"('relation', 'volume')",3
69581,"('relation', 'returns')",3
69582,"('market', 'studies')",3
69583,"('results', 'developed')",3
69584,"('nation', 'ritter')",4
69585,"('ibbotson', 'ritter')",4
69586,"('jaffe', 'ritter')",4
69587,"('ritter', 'sindelar')",4
69588,"('ritter', 'lowry')",4
69589,"('ritter', 'schwert')",4
69590,"('etc', 'different')",3
69591,"('analysis', 'approach')",5
69592,"('approach', 'study')",3
69593,"('different', 'scientific')",3
69594,"('although', 'variables')",3
69595,"('variables', 'age')",3
69596,"('age', 'decreased')",3
69597,"('decreased', 'intake')",3
69598,"('muscle', 'intake')",4
69599,"('mass', 'protein')",4
69600,"('mass', 'intake')",4
69601,"('intake', 'factors')",3
69602,"('factors', 'variables')",3
69603,"('measured', 'due')",4
69604,"('increases', 'study')",6
69605,"('older', 'longer')",3
69606,"('older', 'period')",3
69607,"('period', 'lower')",7
69608,"('protein', 'show')",3
69609,"('necessarily', 'greater')",3
69610,"('greater', 'response')",3
69611,"('second', 'hypothesis')",11
69612,"('hypothesis', 'effect')",3
69613,"('positive', 'may')",5
69614,"('patch', 'area')",11
69615,"('area', 'capacity')",5
69616,"('area', 'larger')",3
69617,"('may', 'larger')",5
69618,"('capacity', 'larger')",8
69619,"('larger', 'species')",4
69620,"('host', 'species')",6
69621,"('host', 'broader')",3
69622,"('different', 'requirements')",3
69623,"('requirements', 'contrast')",5
69624,"('requirements', 'piessens')",4
69625,"('contrast', 'piessens')",4
69626,"('study', 'piessens')",4
69627,"('study', 'northern')",4
69628,"('piessens', 'piessens')",4
69629,"('piessens', 'found')",4
69630,"('piessens', 'northern')",4
69631,"('piessens', 'belgian')",4
69632,"('found', 'northern')",4
69633,"('richness', 'patch')",4
69634,"('area', 'patch')",7
69635,"('authors', 'controlled')",3
69636,"('controlled', 'area')",6
69637,"('patch', 'connectivity')",10
69638,"('connectivity', 'area')",10
69639,"('connectivity', 'connectivity')",4
69640,"('area', 'connectivity')",8
69641,"('area', 'second')",3
69642,"('connectivity', 'study')",3
69643,"('connectivity', 'explained')",3
69644,"('larger', 'variability')",3
69645,"('controlled', 'result')",3
69646,"('latter', 'result')",3
69647,"('result', 'piessens')",4
69648,"('incongruent', 'piessens')",4
69649,"('conclusions', 'piessens')",4
69650,"('piessens', 'comparable')",4
69651,"('piessens', 'literature')",4
69652,"('piessens', 'since')",4
69653,"('comparable', 'literature')",6
69654,"('studies', 'patch')",3
69655,"('relationships', 'species')",5
69656,"('control', 'controlling')",4
69657,"('affect', 'via')",3
69658,"('occurs', 'via')",5
69659,"('cell', 'neuronal')",3
69660,"('cell', 'different')",7
69661,"('different', 'inflammatory')",3
69662,"('parts', 'india')",3
69663,"('effect', 'suggesting')",3
69664,"('also', 'would')",6
69665,"('would', 'differences')",4
69666,"('differences', 'population')",4
69667,"('affected', 'reported')",3
69668,"('findings', 'van')",3
69669,"('findings', 'der')",3
69670,"('either', 'differences')",3
69671,"('differences', 'states')",3
69672,"('rehabilitation', 'despite')",7
69673,"('despite', 'reports')",5
69674,"('reports', 'individuals')",3
69675,"('load', 'patients')",4
69676,"('calculation', 'based')",3
69677,"('based', 'per')",5
69678,"('number', 'large')",5
69679,"('incidence', 'side')",3
69680,"('large', 'side')",3
69681,"('large', 'based')",5
69682,"('based', 'based')",4
69683,"('found', 'large')",10
69684,"('degree', 'later')",3
69685,"('abduction', 'association')",4
69686,"('later', 'association')",5
69687,"('presence', 'low')",3
69688,"('presence', 'back')",3
69689,"('low', 'back')",6
69690,"('low', 'pain')",7
69691,"('back', 'knee')",3
69692,"('back', 'pain')",7
69693,"('knee', 'pain')",3
69694,"('pain', 'patients')",8
69695,"('yet', 'patients')",3
69696,"('patients', 'excessive')",5
69697,"('presented', 'excessive')",4
69698,"('presented', 'abduction')",4
69699,"('excessive', 'abduction')",4
69700,"('reported', 'back')",3
69701,"('reported', 'pain')",8
69702,"('back', 'however')",3
69703,"('however', 'knee')",6
69704,"('suggests', 'association')",5
69705,"('authors', 'contrary')",3
69706,"('previous', 'might')",4
69707,"('observations', 'explained')",3
69708,"('effect', 'caused')",3
69709,"('may', 'shown')",3
69710,"('shown', 'achievement')",3
69711,"('achievement', 'students')",3
69712,"('significantly', 'predicted')",3
69713,"('beliefs', 'learning')",3
69714,"('found', 'grade')",4
69715,"('females', 'eggs')",3
69716,"('differences', 'find')",3
69717,"('study', 'right')",3
69718,"('williams', 'found')",3
69719,"('anxious', 'found')",3
69720,"('falls', 'prospective')",3
69721,"('reported', 'variables')",3
69722,"('pain', 'important')",5
69723,"('pain', 'scores')",4
69724,"('important', 'predictor')",5
69725,"('presented', 'statistically')",3
69726,"('significant', 'functional')",6
69727,"('lower', 'patient')",3
69728,"('physical', 'general')",3
69729,"('better', 'general')",3
69730,"('state', 'energy')",4
69731,"('leaf', 'photosynthetic')",4
69732,"('formed', 'ratio')",4
69733,"('species', 'amp')",16
69734,"('values', 'somewhat')",3
69735,"('ratio', 'lower')",5
69736,"('figure', 'showed')",4
69737,"('ones', 'showed')",5
69738,"('adult', 'compared')",5
69739,"('french', 'study')",3
69740,"('smaller', 'reason')",3
69741,"('smaller', 'larger')",8
69742,"('children', 'contrast')",4
69743,"('previous', 'included')",4
69744,"('cohort', 'correlation')",3
69745,"('likely', 'patients')",4
69746,"('likely', 'higher')",10
69747,"('species', 'longer')",3
69748,"('longer', 'food')",3
69749,"('latter', 'type')",3
69750,"('study', 'periods')",5
69751,"('similar', 'earlier')",6
69752,"('finding', 'work')",4
69753,"('finding', 'age')",4
69754,"('work', 'age')",4
69755,"('age', 'self')",4
69756,"('age', 'ratings')",4
69757,"('differences', 'self')",4
69758,"('differences', 'ratings')",5
69759,"('differences', 'keightley')",3
69760,"('self', 'ratings')",5
69761,"('self', 'keightley')",3
69762,"('ratings', 'keightley')",3
69763,"('consistent', 'numerous')",4
69764,"('emotional', 'bias')",4
69765,"('emotional', 'adults')",4
69766,"('bias', 'adults')",4
69767,"('bias', 'positive')",4
69768,"('younger', 'adults')",4
69769,"('adults', 'older')",4
69770,"('adults', 'amp')",3
69771,"('amp', 'older')",8
69772,"('also', 'highly')",4
69773,"('consistent', 'bias')",3
69774,"('type', 'positive')",3
69775,"('positive', 'affect')",5
69776,"('positive', 'relative')",3
69777,"('affect', 'relative')",3
69778,"('amp', 'age')",3
69779,"('age', 'traits')",3
69780,"('differences', 'personality')",6
69781,"('differences', 'mccrae')",4
69782,"('personality', 'traits')",11
69783,"('personality', 'mccrae')",4
69784,"('traits', 'mccrae')",4
69785,"('earlier', 'paper')",8
69786,"('differences', 'earlier')",3
69787,"('earlier', 'reported')",16
69788,"('differences', 'scores')",5
69789,"('could', 'findings')",6
69790,"('could', 'age')",10
69791,"('finally', 'generalizability')",3
69792,"('finally', 'prediction')",3
69793,"('finally', 'rule')",3
69794,"('finally', 'populations')",3
69795,"('generalizability', 'prediction')",3
69796,"('generalizability', 'rule')",3
69797,"('generalizability', 'populations')",3
69798,"('generalizability', 'races')",3
69799,"('prediction', 'rule')",4
69800,"('prediction', 'populations')",3
69801,"('prediction', 'races')",3
69802,"('prediction', 'may')",3
69803,"('rule', 'populations')",3
69804,"('rule', 'races')",3
69805,"('rule', 'limited')",3
69806,"('populations', 'races')",3
69807,"('populations', 'limited')",5
69808,"('races', 'may')",3
69809,"('races', 'limited')",3
69810,"('races', 'reported')",3
69811,"('races', 'renal')",3
69812,"('may', 'renal')",7
69813,"('limited', 'reported')",4
69814,"('limited', 'renal')",3
69815,"('limited', 'survival')",4
69816,"('limited', 'rates')",3
69817,"('reported', 'japanese')",5
69818,"('renal', 'survival')",6
69819,"('renal', 'rates')",3
69820,"('renal', 'japanese')",3
69821,"('renal', 'patients')",5
69822,"('survival', 'japanese')",3
69823,"('survival', 'igan')",3
69824,"('rates', 'japanese')",3
69825,"('rates', 'igan')",3
69826,"('rates', 'resemble')",3
69827,"('japanese', 'patients')",6
69828,"('japanese', 'igan')",3
69829,"('japanese', 'resemble')",3
69830,"('japanese', 'europe')",3
69831,"('patients', 'igan')",3
69832,"('patients', 'resemble')",3
69833,"('patients', 'europe')",3
69834,"('patients', 'china')",4
69835,"('igan', 'resemble')",3
69836,"('igan', 'europe')",3
69837,"('igan', 'china')",3
69838,"('igan', 'however')",3
69839,"('resemble', 'europe')",3
69840,"('resemble', 'china')",3
69841,"('resemble', 'however')",3
69842,"('resemble', 'patients')",3
69843,"('europe', 'china')",3
69844,"('europe', 'however')",5
69845,"('europe', 'present')",3
69846,"('china', 'however')",7
69847,"('china', 'patients')",3
69848,"('patients', 'esrd')",4
69849,"('present', 'esrd')",4
69850,"('present', 'reflected')",3
69851,"('study', 'esrd')",4
69852,"('study', 'reflected')",3
69853,"('showed', 'esrd')",3
69854,"('showed', 'reflected')",3
69855,"('showed', 'relatively')",4
69856,"('showed', 'features')",3
69857,"('esrd', 'reflected')",3
69858,"('esrd', 'relatively')",3
69859,"('esrd', 'features')",3
69860,"('esrd', 'cohort')",3
69861,"('reflected', 'relatively')",3
69862,"('reflected', 'features')",3
69863,"('reflected', 'cohort')",3
69864,"('reflected', 'compared')",3
69865,"('relatively', 'features')",3
69866,"('relatively', 'cohort')",3
69867,"('features', 'cohort')",3
69868,"('features', 'compared')",3
69869,"('features', 'published')",3
69870,"('features', 'cohorts')",3
69871,"('cohort', 'compared')",5
69872,"('cohort', 'published')",3
69873,"('cohort', 'cohorts')",5
69874,"('compared', 'cohorts')",3
69875,"('compared', 'finally')",3
69876,"('published', 'cohorts')",3
69877,"('specifically', 'tourist')",4
69878,"('specifically', 'interest')",4
69879,"('specifically', 'moves')",4
69880,"('specifically', 'impersonal')",4
69881,"('tourist', 'interest')",4
69882,"('tourist', 'moves')",4
69883,"('tourist', 'impersonal')",4
69884,"('tourist', 'scenery')",4
69885,"('interest', 'moves')",4
69886,"('interest', 'impersonal')",4
69887,"('interest', 'scenery')",4
69888,"('interest', 'destination')",4
69889,"('moves', 'impersonal')",4
69890,"('moves', 'scenery')",4
69891,"('moves', 'destination')",4
69892,"('moves', 'related')",4
69893,"('impersonal', 'scenery')",4
69894,"('impersonal', 'destination')",4
69895,"('impersonal', 'related')",4
69896,"('impersonal', 'touristic')",4
69897,"('scenery', 'destination')",4
69898,"('scenery', 'related')",4
69899,"('scenery', 'touristic')",4
69900,"('scenery', 'activities')",4
69901,"('destination', 'related')",4
69902,"('destination', 'touristic')",4
69903,"('destination', 'activities')",4
69904,"('destination', 'personal')",4
69905,"('related', 'touristic')",4
69906,"('related', 'enjoyment')",4
69907,"('touristic', 'activities')",4
69908,"('touristic', 'personal')",4
69909,"('touristic', 'enjoyment')",4
69910,"('touristic', 'delights')",4
69911,"('activities', 'personal')",4
69912,"('activities', 'enjoyment')",4
69913,"('activities', 'delights')",4
69914,"('activities', 'anticipate')",4
69915,"('personal', 'enjoyment')",4
69916,"('personal', 'delights')",4
69917,"('personal', 'anticipate')",4
69918,"('personal', 'intimates')",4
69919,"('enjoyment', 'delights')",4
69920,"('enjoyment', 'anticipate')",4
69921,"('enjoyment', 'intimates')",4
69922,"('enjoyment', 'dann')",4
69923,"('delights', 'anticipate')",4
69924,"('delights', 'intimates')",4
69925,"('delights', 'dann')",4
69926,"('delights', 'consequently')",4
69927,"('anticipate', 'intimates')",4
69928,"('anticipate', 'dann')",4
69929,"('anticipate', 'consequently')",4
69930,"('anticipate', 'recognition')",4
69931,"('intimates', 'dann')",4
69932,"('intimates', 'consequently')",4
69933,"('intimates', 'recognition')",4
69934,"('intimates', 'conative')",4
69935,"('dann', 'consequently')",4
69936,"('dann', 'recognition')",4
69937,"('dann', 'conative')",4
69938,"('dann', 'image')",4
69939,"('consequently', 'recognition')",4
69940,"('consequently', 'conative')",4
69941,"('consequently', 'image')",4
69942,"('consequently', 'antecedent')",4
69943,"('recognition', 'conative')",4
69944,"('recognition', 'image')",4
69945,"('recognition', 'antecedent')",4
69946,"('recognition', 'intention')",4
69947,"('conative', 'image')",8
69948,"('conative', 'antecedent')",4
69949,"('conative', 'intention')",4
69950,"('conative', 'revisit')",4
69951,"('image', 'antecedent')",4
69952,"('image', 'intention')",4
69953,"('image', 'revisit')",4
69954,"('image', 'destination')",4
69955,"('antecedent', 'intention')",4
69956,"('antecedent', 'revisit')",4
69957,"('antecedent', 'destination')",4
69958,"('antecedent', 'reintroduces')",4
69959,"('intention', 'revisit')",4
69960,"('intention', 'destination')",4
69961,"('intention', 'reintroduces')",4
69962,"('intention', 'need')",4
69963,"('revisit', 'destination')",4
69964,"('revisit', 'reintroduces')",4
69965,"('revisit', 'need')",4
69966,"('revisit', 'examine')",4
69967,"('destination', 'reintroduces')",4
69968,"('destination', 'need')",4
69969,"('destination', 'examine')",4
69970,"('destination', 'conative')",4
69971,"('reintroduces', 'need')",4
69972,"('reintroduces', 'examine')",4
69973,"('reintroduces', 'conative')",4
69974,"('reintroduces', 'images')",4
69975,"('need', 'examine')",4
69976,"('need', 'conative')",4
69977,"('need', 'images')",4
69978,"('need', 'contradicts')",4
69979,"('examine', 'conative')",4
69980,"('examine', 'images')",4
69981,"('examine', 'contradicts')",4
69982,"('examine', 'suggestions')",4
69983,"('conative', 'images')",8
69984,"('conative', 'contradicts')",4
69985,"('conative', 'suggestions')",4
69986,"('conative', 'previous')",4
69987,"('images', 'contradicts')",4
69988,"('images', 'suggestions')",4
69989,"('images', 'previous')",4
69990,"('images', 'researchers')",4
69991,"('contradicts', 'suggestions')",4
69992,"('contradicts', 'researchers')",4
69993,"('contradicts', 'considered')",4
69994,"('suggestions', 'previous')",4
69995,"('suggestions', 'researchers')",4
69996,"('suggestions', 'considered')",4
69997,"('suggestions', 'intent')",4
69998,"('previous', 'researchers')",12
69999,"('previous', 'intent')",4
70000,"('previous', 'action')",6
70001,"('researchers', 'considered')",4
70002,"('researchers', 'intent')",4
70003,"('researchers', 'action')",4
70004,"('researchers', 'component')",4
70005,"('considered', 'intent')",4
70006,"('considered', 'action')",4
70007,"('considered', 'component')",4
70008,"('considered', 'image')",4
70009,"('intent', 'action')",4
70010,"('intent', 'component')",4
70011,"('intent', 'image')",4
70012,"('intent', 'analogous')",4
70013,"('action', 'component')",4
70014,"('action', 'image')",4
70015,"('action', 'analogous')",4
70016,"('action', 'behavior')",4
70017,"('component', 'image')",4
70018,"('component', 'analogous')",4
70019,"('component', 'behavior')",4
70020,"('component', 'çakmak')",4
70021,"('image', 'analogous')",4
70022,"('image', 'behavior')",4
70023,"('image', 'çakmak')",4
70024,"('image', 'amp')",4
70025,"('analogous', 'behavior')",4
70026,"('analogous', 'çakmak')",4
70027,"('analogous', 'amp')",4
70028,"('analogous', 'isaac')",4
70029,"('behavior', 'çakmak')",4
70030,"('behavior', 'amp')",11
70031,"('behavior', 'isaac')",4
70032,"('behavior', 'gartner')",4
70033,"('çakmak', 'amp')",4
70034,"('çakmak', 'isaac')",4
70035,"('çakmak', 'gartner')",4
70036,"('çakmak', 'hallmann')",4
70037,"('amp', 'isaac')",4
70038,"('amp', 'gartner')",4
70039,"('amp', 'hallmann')",4
70040,"('amp', 'lee')",13
70041,"('isaac', 'gartner')",4
70042,"('isaac', 'hallmann')",4
70043,"('isaac', 'lee')",4
70044,"('isaac', 'nadeau')",4
70045,"('gartner', 'hallmann')",4
70046,"('gartner', 'lee')",4
70047,"('gartner', 'nadeau')",4
70048,"('gartner', 'prebensen')",4
70049,"('hallmann', 'lee')",4
70050,"('hallmann', 'nadeau')",4
70051,"('hallmann', 'prebensen')",4
70052,"('hallmann', 'roth')",4
70053,"('lee', 'nadeau')",4
70054,"('lee', 'prebensen')",4
70055,"('lee', 'roth')",4
70056,"('lee', 'amp')",13
70057,"('nadeau', 'prebensen')",4
70058,"('nadeau', 'roth')",4
70059,"('nadeau', 'amp')",4
70060,"('nadeau', 'diamantopoulos')",4
70061,"('prebensen', 'roth')",4
70062,"('prebensen', 'amp')",4
70063,"('prebensen', 'diamantopoulos')",4
70064,"('prebensen', 'stylidis')",4
70065,"('roth', 'amp')",4
70066,"('roth', 'diamantopoulos')",4
70067,"('roth', 'stylidis')",4
70068,"('roth', 'belhassen')",4
70069,"('amp', 'diamantopoulos')",4
70070,"('amp', 'stylidis')",4
70071,"('amp', 'belhassen')",4
70072,"('diamantopoulos', 'stylidis')",4
70073,"('diamantopoulos', 'belhassen')",4
70074,"('diamantopoulos', 'amp')",4
70075,"('diamantopoulos', 'shani')",4
70076,"('stylidis', 'belhassen')",4
70077,"('stylidis', 'amp')",4
70078,"('stylidis', 'shani')",4
70079,"('stylidis', 'white')",4
70080,"('belhassen', 'amp')",4
70081,"('belhassen', 'shani')",4
70082,"('belhassen', 'white')",4
70083,"('belhassen', 'zhang')",4
70084,"('amp', 'shani')",4
70085,"('amp', 'white')",14
70086,"('amp', 'disregarded')",4
70087,"('shani', 'white')",4
70088,"('shani', 'zhang')",4
70089,"('shani', 'disregarded')",4
70090,"('shani', 'conative')",4
70091,"('white', 'zhang')",4
70092,"('white', 'disregarded')",4
70093,"('white', 'conative')",4
70094,"('zhang', 'disregarded')",4
70095,"('zhang', 'conative')",4
70096,"('zhang', 'image')",4
70097,"('zhang', 'examining')",4
70098,"('disregarded', 'conative')",4
70099,"('disregarded', 'image')",4
70100,"('disregarded', 'examining')",4
70101,"('disregarded', 'images')",4
70102,"('conative', 'examining')",4
70103,"('conative', 'assaker')",4
70104,"('image', 'examining')",4
70105,"('image', 'images')",4
70106,"('image', 'assaker')",4
70107,"('image', 'bigné')",4
70108,"('examining', 'images')",4
70109,"('examining', 'assaker')",4
70110,"('examining', 'bigné')",4
70111,"('examining', 'sánchez')",4
70112,"('images', 'assaker')",4
70113,"('images', 'bigné')",4
70114,"('images', 'sánchez')",4
70115,"('images', 'amp')",5
70116,"('assaker', 'bigné')",4
70117,"('assaker', 'sánchez')",4
70118,"('assaker', 'amp')",4
70119,"('assaker', 'sanz')",4
70120,"('bigné', 'sánchez')",4
70121,"('bigné', 'amp')",4
70122,"('bigné', 'sanz')",4
70123,"('bigné', 'byon')",4
70124,"('sánchez', 'amp')",8
70125,"('sánchez', 'sanz')",4
70126,"('sánchez', 'byon')",4
70127,"('amp', 'sanz')",4
70128,"('amp', 'byon')",4
70129,"('sanz', 'byon')",4
70130,"('sanz', 'amp')",4
70131,"('sanz', 'zhang')",4
70132,"('sanz', 'hudson')",4
70133,"('byon', 'amp')",4
70134,"('byon', 'zhang')",4
70135,"('byon', 'hudson')",4
70136,"('byon', 'lam')",4
70137,"('amp', 'hudson')",4
70138,"('amp', 'lam')",4
70139,"('zhang', 'hudson')",4
70140,"('zhang', 'lam')",4
70141,"('zhang', 'amp')",10
70142,"('zhang', 'hsu')",4
70143,"('hudson', 'lam')",4
70144,"('hudson', 'amp')",4
70145,"('hudson', 'hsu')",4
70146,"('hudson', 'lin')",4
70147,"('lam', 'amp')",4
70148,"('lam', 'hsu')",4
70149,"('lam', 'lin')",4
70150,"('lam', 'morais')",4
70151,"('amp', 'hsu')",8
70152,"('amp', 'lin')",4
