,bigrams,freq
61530,"('recall', 'memory')",4
61531,"('recall', 'early')",4
61532,"('recall', 'sleep')",4
61533,"('declarative', 'early')",4
61534,"('declarative', 'sleep')",4
61535,"('declarative', 'compared')",4
61536,"('memory', 'early')",4
61537,"('memory', 'sleep')",4
61538,"('memory', 'compared')",4
61539,"('memory', 'wakefulness')",4
61540,"('early', 'sleep')",8
61541,"('early', 'compared')",4
61542,"('early', 'wakefulness')",4
61543,"('sleep', 'yaroush')",4
61544,"('compared', 'wakefulness')",4
61545,"('compared', 'yaroush')",4
61546,"('compared', 'barrett')",4
61547,"('wakefulness', 'found')",4
61548,"('wakefulness', 'yaroush')",4
61549,"('wakefulness', 'barrett')",4
61550,"('wakefulness', 'ekstrand')",4
61551,"('found', 'yaroush')",4
61552,"('found', 'barrett')",4
61553,"('found', 'ekstrand')",4
61554,"('found', 'fowler')",4
61555,"('yaroush', 'barrett')",4
61556,"('yaroush', 'ekstrand')",4
61557,"('yaroush', 'fowler')",4
61558,"('yaroush', 'born')",4
61559,"('barrett', 'ekstrand')",4
61560,"('barrett', 'fowler')",4
61561,"('barrett', 'born')",4
61562,"('barrett', 'however')",4
61563,"('ekstrand', 'fowler')",4
61564,"('ekstrand', 'born')",4
61565,"('ekstrand', 'however')",4
61566,"('ekstrand', 'former')",4
61567,"('fowler', 'born')",4
61568,"('fowler', 'however')",4
61569,"('fowler', 'former')",4
61570,"('fowler', 'studies')",4
61571,"('born', 'however')",4
61572,"('born', 'former')",4
61573,"('born', 'studies')",5
61574,"('born', 'employed')",4
61575,"('however', 'employed')",4
61576,"('former', 'employed')",5
61577,"('former', 'less')",4
61578,"('former', 'complex')",4
61579,"('studies', 'employed')",8
61580,"('studies', 'tasks')",4
61581,"('employed', 'less')",4
61582,"('employed', 'complex')",4
61583,"('employed', 'tasks')",4
61584,"('employed', 'learning')",4
61585,"('less', 'complex')",4
61586,"('less', 'tasks')",4
61587,"('less', 'learning')",4
61588,"('complex', 'tasks')",4
61589,"('complex', 'learning')",11
61590,"('complex', 'compared')",7
61591,"('tasks', 'learning')",8
61592,"('tasks', 'compared')",4
61593,"('tasks', 'text')",4
61594,"('learning', 'compared')",5
61595,"('learning', 'learning')",4
61596,"('learning', 'text')",8
61597,"('learning', 'material')",8
61598,"('compared', 'learning')",4
61599,"('compared', 'text')",4
61600,"('compared', 'material')",4
61601,"('compared', 'require')",4
61602,"('learning', 'require')",4
61603,"('learning', 'less')",4
61604,"('text', 'material')",4
61605,"('text', 'require')",4
61606,"('text', 'less')",4
61607,"('text', 'semantic')",4
61608,"('material', 'require')",4
61609,"('material', 'less')",4
61610,"('material', 'semantic')",4
61611,"('material', 'integration')",4
61612,"('require', 'less')",5
61613,"('require', 'semantic')",4
61614,"('require', 'integration')",4
61615,"('require', 'finding')",3
61616,"('less', 'semantic')",4
61617,"('less', 'integration')",4
61618,"('less', 'finding')",4
61619,"('less', 'diverges')",3
61620,"('semantic', 'integration')",4
61621,"('semantic', 'finding')",3
61622,"('semantic', 'diverges')",3
61623,"('semantic', 'earlier')",3
61624,"('integration', 'finding')",4
61625,"('integration', 'diverges')",3
61626,"('integration', 'earlier')",3
61627,"('integration', 'experiments')",3
61628,"('integration', 'previous')",4
61629,"('unable', 'replicate')",3
61630,"('unable', 'previous')",6
61631,"('since', 'differences')",6
61632,"('differences', 'selection')",5
61633,"('might', 'discrepancies')",3
61634,"('expressed', 'detectable')",5
61635,"('contrary', 'analyses')",3
61636,"('contrary', 'suggesting')",3
61637,"('suggesting', 'change')",3
61638,"('odc', 'moshier')",4
61639,"('murine', 'detected')",3
61640,"('detected', 'either')",4
61641,"('detected', 'line')",6
61642,"('either', 'line')",5
61643,"('line', 'significant')",6
61644,"('significant', 'previous')",5
61645,"('difference', 'work')",13
61646,"('work', 'effect')",4
61647,"('high', 'energies')",3
61648,"('high', 'kev')",4
61649,"('energies', 'kev')",3
61650,"('energies', 'mev')",3
61651,"('much', 'deeper')",3
61652,"('much', 'active')",4
61653,"('much', 'region')",4
61654,"('optically', 'region')",3
61655,"('active', 'region')",7
61656,"('structural', 'relaxation')",3
61657,"('interpretation', 'experiments')",3
61658,"('value', 'agrees')",4
61659,"('value', 'well')",10
61660,"('value', 'optical')",4
61661,"('value', 'static')",3
61662,"('agrees', 'well')",16
61663,"('agrees', 'optical')",3
61664,"('agrees', 'static')",3
61665,"('agrees', 'dielectric')",3
61666,"('well', 'optical')",4
61667,"('well', 'static')",3
61668,"('well', 'dielectric')",3
61669,"('well', 'constants')",3
61670,"('optical', 'static')",3
61671,"('optical', 'dielectric')",3
61672,"('optical', 'constants')",3
61673,"('optical', 'thus')",3
61674,"('static', 'dielectric')",3
61675,"('static', 'constants')",3
61676,"('static', 'thus')",3
61677,"('static', 'confirming')",3
61678,"('dielectric', 'constants')",3
61679,"('dielectric', 'thus')",3
61680,"('dielectric', 'confirming')",3
61681,"('dielectric', 'presence')",3
61682,"('constants', 'thus')",3
61683,"('constants', 'confirming')",3
61684,"('constants', 'presence')",3
61685,"('constants', 'conduction')",3
61686,"('thus', 'confirming')",6
61687,"('thus', 'conduction')",3
61688,"('thus', 'mechanism')",3
61689,"('confirming', 'presence')",3
61690,"('confirming', 'conduction')",3
61691,"('confirming', 'mechanism')",3
61692,"('confirming', 'range')",3
61693,"('presence', 'conduction')",3
61694,"('presence', 'mechanism')",3
61695,"('presence', 'range')",4
61696,"('presence', 'value')",4
61697,"('conduction', 'mechanism')",3
61698,"('conduction', 'range')",3
61699,"('conduction', 'value')",3
61700,"('conduction', 'calculated')",3
61701,"('mechanism', 'range')",3
61702,"('mechanism', 'value')",3
61703,"('mechanism', 'calculated')",3
61704,"('range', 'calculated')",4
61705,"('value', 'calculated')",21
61706,"('calculated', 'study')",4
61707,"('calculated', 'higher')",4
61708,"('calculated', 'reported')",6
61709,"('calculated', 'engelmark')",3
61710,"('study', 'engelmark')",3
61711,"('study', 'hassine')",3
61712,"('higher', 'engelmark')",3
61713,"('higher', 'hassine')",3
61714,"('reported', 'engelmark')",3
61715,"('reported', 'hassine')",3
61716,"('reported', 'dangling')",3
61717,"('engelmark', 'hassine')",3
61718,"('engelmark', 'according')",3
61719,"('engelmark', 'dangling')",3
61720,"('engelmark', 'bonds')",3
61721,"('hassine', 'according')",3
61722,"('hassine', 'dangling')",3
61723,"('hassine', 'bonds')",3
61724,"('hassine', 'aluminum')",3
61725,"('according', 'dangling')",3
61726,"('according', 'bonds')",3
61727,"('according', 'aluminum')",3
61728,"('according', 'tend')",3
61729,"('dangling', 'bonds')",4
61730,"('dangling', 'aluminum')",3
61731,"('dangling', 'tend')",3
61732,"('dangling', 'give')",3
61733,"('bonds', 'aluminum')",3
61734,"('bonds', 'tend')",3
61735,"('bonds', 'give')",3
61736,"('bonds', 'rise')",3
61737,"('aluminum', 'tend')",3
61738,"('aluminum', 'give')",3
61739,"('aluminum', 'rise')",3
61740,"('aluminum', 'aln')",3
61741,"('tend', 'give')",3
61742,"('tend', 'rise')",3
61743,"('tend', 'aln')",3
61744,"('tend', 'films')",3
61745,"('give', 'aln')",3
61746,"('give', 'films')",3
61747,"('give', 'xps')",3
61748,"('rise', 'aln')",3
61749,"('rise', 'films')",3
61750,"('rise', 'xps')",3
61751,"('rise', 'analysis')",3
61752,"('aln', 'films')",6
61753,"('aln', 'xps')",3
61754,"('aln', 'analysis')",3
61755,"('aln', 'film')",3
61756,"('films', 'xps')",3
61757,"('films', 'analysis')",3
61758,"('films', 'film')",3
61759,"('films', 'revealed')",3
61760,"('xps', 'analysis')",3
61761,"('xps', 'film')",3
61762,"('xps', 'revealed')",3
61763,"('xps', 'ratios')",3
61764,"('analysis', 'film')",6
61765,"('analysis', 'ratios')",4
61766,"('film', 'revealed')",3
61767,"('film', 'ratios')",3
61768,"('film', 'film')",5
61769,"('film', 'surface')",6
61770,"('revealed', 'ratios')",3
61771,"('revealed', 'film')",3
61772,"('revealed', 'surface')",3
61773,"('revealed', 'bulk')",3
61774,"('ratios', 'film')",3
61775,"('ratios', 'surface')",3
61776,"('ratios', 'bulk')",3
61777,"('ratios', 'respectively')",3
61778,"('film', 'bulk')",3
61779,"('film', 'respectively')",3
61780,"('film', 'indicating')",3
61781,"('surface', 'bulk')",5
61782,"('surface', 'respectively')",3
61783,"('surface', 'indicating')",3
61784,"('surface', 'slightly')",4
61785,"('bulk', 'respectively')",3
61786,"('bulk', 'indicating')",3
61787,"('bulk', 'slightly')",3
61788,"('bulk', 'aln')",3
61789,"('respectively', 'indicating')",4
61790,"('respectively', 'aln')",3
61791,"('respectively', 'thin')",3
61792,"('indicating', 'slightly')",3
61793,"('indicating', 'aln')",3
61794,"('indicating', 'thin')",3
61795,"('indicating', 'films')",3
61796,"('slightly', 'aln')",3
61797,"('slightly', 'thin')",3
61798,"('slightly', 'films')",3
61799,"('aln', 'thin')",3
61800,"('slightly', 'contrast')",4
61801,"('films', 'contrast')",9
61802,"('detected', 'rather')",3
61803,"('rather', 'domain')",3
61804,"('domain', 'walls')",6
61805,"('domain', 'within')",3
61806,"('walls', 'within')",3
61807,"('regions', 'low')",4
61808,"('observe', 'behavior')",3
61809,"('insulating', 'low')",3
61810,"('behavior', 'shown')",3
61811,"('low', 'measurements')",3
61812,"('lines', 'fig')",3
61813,"('structure', 'formation')",4
61814,"('fully', 'established')",4
61815,"('formation', 'contrast')",3
61816,"('new', 'contrast')",5
61817,"('new', 'expected')",3
61818,"('expected', 'event')",4
61819,"('leads', 'results')",14
61820,"('similar', 'undoped')",3
61821,"('similar', 'doped')",3
61822,"('similar', 'ndi')",3
61823,"('results', 'undoped')",5
61824,"('results', 'doped')",4
61825,"('results', 'ndi')",3
61826,"('undoped', 'doped')",3
61827,"('undoped', 'ndi')",6
61828,"('undoped', 'reported')",3
61829,"('undoped', 'previously')",3
61830,"('doped', 'ndi')",3
61831,"('doped', 'reported')",3
61832,"('doped', 'previously')",3
61833,"('doped', 'previous')",3
61834,"('ndi', 'reported')",3
61835,"('ndi', 'previously')",3
61836,"('ndi', 'previous')",3
61837,"('ndi', 'studies')",3
61838,"('previously', 'employing')",3
61839,"('previously', 'measurements')",3
61840,"('previous', 'measurements')",21
61841,"('previous', 'undoped')",3
61842,"('studies', 'measurements')",4
61843,"('studies', 'undoped')",3
61844,"('studies', 'ndi')",3
61845,"('employing', 'measurements')",3
61846,"('employing', 'undoped')",3
61847,"('employing', 'ndi')",3
61848,"('employing', 'diodes')",3
61849,"('measurements', 'undoped')",3
61850,"('measurements', 'ndi')",3
61851,"('measurements', 'diodes')",3
61852,"('measurements', 'concluded')",3
61853,"('undoped', 'diodes')",3
61854,"('undoped', 'concluded')",3
61855,"('undoped', 'electron')",3
61856,"('ndi', 'diodes')",3
61857,"('ndi', 'concluded')",3
61858,"('ndi', 'electron')",3
61859,"('ndi', 'transport')",3
61860,"('diodes', 'concluded')",3
61861,"('diodes', 'electron')",3
61862,"('diodes', 'transport')",3
61863,"('diodes', 'contrast')",3
61864,"('concluded', 'electron')",3
61865,"('concluded', 'transport')",5
61866,"('concluded', 'contrast')",4
61867,"('electron', 'transport')",3
61868,"('electron', 'contrast')",6
61869,"('electron', 'results')",8
61870,"('electron', 'fig')",4
61871,"('transport', 'contrast')",7
61872,"('transport', 'fig')",4
61873,"('transport', 'similar')",5
61874,"('contrast', 'fig')",10
61875,"('results', 'fig')",12
61876,"('fig', 'similar')",3
61877,"('fig', 'work')",5
61878,"('distribution', 'expected')",5
61879,"('low', 'see')",5
61880,"('considering', 'fact')",5
61881,"('fact', 'several')",3
61882,"('topo', 'may')",4
61883,"('may', 'evidence')",3
61884,"('aml', 'may')",3
61885,"('table', 'well')",3
61886,"('well', 'due')",5
61887,"('due', 'present')",7
61888,"('series', 'present')",3
61889,"('present', 'literature')",10
61890,"('present', 'fact')",4
61891,"('literature', 'considering')",6
61892,"('present', 'revealed')",5
61893,"('literature', 'revealed')",3
61894,"('review', 'study')",3
61895,"('system', 'similar')",5
61896,"('targets', 'one')",3
61897,"('apoptotic', 'function')",4
61898,"('function', 'level')",3
61899,"('protein', 'binds')",3
61900,"('degradation', 'although')",3
61901,"('observe', 'state')",3
61902,"('state', 'type')",3
61903,"('figure', 'thus')",4
61904,"('thus', 'possibility')",5
61905,"('genes', 'apoptosis')",3
61906,"('excluded', 'previous')",5
61907,"('difference', 'larger')",11
61908,"('due', 'larger')",11
61909,"('compared', 'strain')",3
61910,"('made', 'amp')",4
61911,"('difference', 'well')",3
61912,"('unclear', 'may')",6
61913,"('indicating', 'presence')",3
61914,"('data', 'fit')",4
61915,"('probe', 'reported')",3
61916,"('support', 'could')",6
61917,"('observation', 'could')",4
61918,"('zhao', 'contrast')",3
61919,"('toward', 'advertising')",5
61920,"('web', 'advertising')",4
61921,"('useful', 'important')",3
61922,"('previous', 'toward')",9
61923,"('attitudes', 'toward')",12
61924,"('population', 'types')",5
61925,"('larger', 'well')",6
61926,"('sample', 'well')",4
61927,"('general', 'higher')",5
61928,"('would', 'useful')",4
61929,"('higher', 'education')",3
61930,"('higher', 'show')",4
61931,"('show', 'toward')",7
61932,"('positive', 'attitude')",3
61933,"('positive', 'via')",3
61934,"('results', 'contradicted')",5
61935,"('contradicted', 'study')",5
61936,"('results', 'namely')",5
61937,"('involving', 'patients')",3
61938,"('concentration', 'range')",6
61939,"('concentration', 'increased')",5
61940,"('assay', 'study')",6
61941,"('study', 'employed')",3
61942,"('finding', 'adults')",3
61943,"('adults', 'prevalence')",4
61944,"('prevalence', 'compared')",6
61945,"('compared', 'possible')",3
61946,"('provided', 'may')",3
61947,"('suggested', 'solution')",3
61948,"('basis', 'consistent')",3
61949,"('consistent', 'first')",4
61950,"('throughout', 'first')",3
61951,"('first', 'week')",5
61952,"('week', 'treatment')",3
61953,"('shown', 'following')",3
61954,"('sensitivity', 'peripheral')",4
61955,"('peripheral', 'cells')",8
61956,"('contrast', 'sensitivity')",3
61957,"('found', 'sensitivity')",4
61958,"('expression', 'peripheral')",3
61959,"('levels', 'activated')",4
61960,"('levels', 'scaffidi')",3
61961,"('activated', 'peripheral')",3
61962,"('activated', 'scaffidi')",3
61963,"('activated', 'fact')",3
61964,"('peripheral', 'scaffidi')",3
61965,"('peripheral', 'fact')",3
61966,"('peripheral', 'others')",3
61967,"('cells', 'scaffidi')",3
61968,"('scaffidi', 'fact')",3
61969,"('scaffidi', 'others')",3
61970,"('scaffidi', 'recently')",3
61971,"('scaffidi', 'showed')",3
61972,"('fact', 'others')",4
61973,"('fact', 'showed')",3
61974,"('fact', 'depending')",3
61975,"('others', 'recently')",5
61976,"('others', 'depending')",3
61977,"('others', 'expression')",3
61978,"('recently', 'depending')",3
61979,"('recently', 'level')",3
61980,"('showed', 'depending')",4
61981,"('showed', 'level')",4
61982,"('depending', 'expression')",3
61983,"('depending', 'either')",3
61984,"('depending', 'activate')",3
61985,"('expression', 'activate')",4
61986,"('expression', 'disc')",3
61987,"('level', 'either')",4
61988,"('level', 'activate')",3
61989,"('level', 'disc')",3
61990,"('either', 'activate')",3
61991,"('either', 'disc')",3
61992,"('activate', 'disc')",3
61993,"('activate', 'low')",3
61994,"('activate', 'concentrations')",3
61995,"('activate', 'block')",3
61996,"('disc', 'low')",3
61997,"('disc', 'concentrations')",3
61998,"('disc', 'block')",3
61999,"('disc', 'high')",3
62000,"('low', 'block')",3
62001,"('concentrations', 'block')",3
62002,"('concentrations', 'high')",4
62003,"('concentrations', 'chang')",6
62004,"('block', 'high')",3
62005,"('block', 'concentrations')",3
62006,"('block', 'chang')",3
62007,"('block', 'micheau')",3
62008,"('high', 'chang')",3
62009,"('high', 'micheau')",3
62010,"('concentrations', 'micheau')",3
62011,"('chang', 'micheau')",3
62012,"('chang', 'found')",6
62013,"('therefore', 'even')",4
62014,"('therefore', 'necessarily')",4
62015,"('increase', 'necessarily')",3
62016,"('resistant', 'contrast')",3
62017,"('unknown', 'one')",3
62018,"('one', 'hand')",12
62019,"('hand', 'effect')",3
62020,"('hand', 'could')",3
62021,"('negligible', 'present')",4
62022,"('subjects', 'several')",6
62023,"('several', 'times')",3
62024,"('several', 'less')",3
62025,"('times', 'less')",9
62026,"('less', 'body')",3
62027,"('present', 'disease')",3
62028,"('shown', 'range')",8
62029,"('within', 'present')",7
62030,"('range', 'present')",6
62031,"('well', 'energy')",3
62032,"('energy', 'shown')",3
62033,"('recently', 'activity')",3
62034,"('shown', 'resulting')",3
62035,"('similar', 'rate')",3
62036,"('appears', 'studies')",5
62037,"('group', 'discrepancy')",4
62038,"('observed', 'probably')",3
62039,"('previous', 'probably')",5
62040,"('previous', 'fact')",8
62041,"('agrees', 'authors')",5
62042,"('agrees', 'contrast')",5
62043,"('reports', 'authors')",5
62044,"('reports', 'findings')",12
62045,"('reports', 'alonso')",5
62046,"('authors', 'alonso')",5
62047,"('authors', 'majority')",5
62048,"('contrast', 'alonso')",5
62049,"('contrast', 'majority')",5
62050,"('findings', 'alonso')",5
62051,"('findings', 'majority')",7
62052,"('alonso', 'majority')",5
62053,"('alonso', 'reports')",5
62054,"('alonso', 'literature')",5
62055,"('alonso', 'nsa')",5
62056,"('majority', 'reports')",5
62057,"('majority', 'literature')",5
62058,"('majority', 'nsa')",5
62059,"('majority', 'hip')",5
62060,"('reports', 'nsa')",5
62061,"('reports', 'hip')",5
62062,"('reports', 'fracture')",5
62063,"('literature', 'nsa')",5
62064,"('literature', 'hip')",5
62065,"('literature', 'fracture')",5
62066,"('literature', 'prediction')",5
62067,"('nsa', 'hip')",10
62068,"('nsa', 'fracture')",10
62069,"('nsa', 'prediction')",5
62070,"('nsa', 'females')",5
62071,"('hip', 'fracture')",10
62072,"('hip', 'prediction')",5
62073,"('hip', 'females')",5
62074,"('hip', 'concerning')",5
62075,"('fracture', 'prediction')",5
62076,"('fracture', 'females')",5
62077,"('fracture', 'concerning')",5
62078,"('fracture', 'independence')",5
62079,"('prediction', 'females')",5
62080,"('prediction', 'concerning')",5
62081,"('prediction', 'independence')",5
62082,"('prediction', 'ability')",5
62083,"('females', 'concerning')",5
62084,"('females', 'independence')",5
62085,"('females', 'ability')",5
62086,"('females', 'nsa')",5
62087,"('concerning', 'independence')",5
62088,"('concerning', 'ability')",5
62089,"('concerning', 'nsa')",5
62090,"('concerning', 'predict')",5
62091,"('independence', 'ability')",5
62092,"('independence', 'nsa')",5
62093,"('independence', 'predict')",5
62094,"('independence', 'hip')",5
62095,"('ability', 'nsa')",5
62096,"('ability', 'predict')",5
62097,"('ability', 'hip')",5
62098,"('ability', 'fracture')",5
62099,"('nsa', 'predict')",5
62100,"('nsa', 'contrasting')",5
62101,"('predict', 'hip')",5
62102,"('predict', 'fracture')",5
62103,"('predict', 'contrasting')",5
62104,"('hip', 'contrasting')",5
62105,"('hip', 'results')",5
62106,"('hip', 'previous')",5
62107,"('fracture', 'contrasting')",5
62108,"('fracture', 'results')",5
62109,"('fracture', 'previous')",6
62110,"('contrasting', 'previous')",9
62111,"('contrasting', 'studies')",6
62112,"('contrasting', 'females')",5
62113,"('previous', 'females')",6
62114,"('studies', 'males')",7
62115,"('females', 'one')",5
62116,"('females', 'might')",5
62117,"('present', 'males')",5
62118,"('one', 'males')",5
62119,"('one', 'statistical')",5
62120,"('males', 'might')",5
62121,"('males', 'result')",5
62122,"('males', 'statistical')",5
62123,"('males', 'weakness')",5
62124,"('might', 'statistical')",6
62125,"('might', 'weakness')",5
62126,"('might', 'present')",7
62127,"('result', 'weakness')",5
62128,"('statistical', 'present')",5
62129,"('statistical', 'low')",5
62130,"('weakness', 'present')",5
62131,"('weakness', 'low')",5
62132,"('weakness', 'number')",5
62133,"('present', 'fractures')",5
62134,"('study', 'fractures')",5
62135,"('low', 'fractures')",5
62136,"('low', 'males')",5
62137,"('low', 'nevertheless')",5
62138,"('number', 'fractures')",5
62139,"('number', 'nevertheless')",5
62140,"('number', 'pointed')",5
62141,"('fractures', 'males')",10
62142,"('fractures', 'nevertheless')",5
62143,"('fractures', 'pointed')",5
62144,"('males', 'nevertheless')",5
62145,"('males', 'pointed')",5
62146,"('males', 'males')",6
62147,"('males', 'statistically')",10
62148,"('nevertheless', 'pointed')",6
62149,"('nevertheless', 'statistically')",5
62150,"('nevertheless', 'significant')",5
62151,"('pointed', 'males')",5
62152,"('pointed', 'statistically')",5
62153,"('pointed', 'significant')",5
62154,"('pointed', 'inverse')",5
62155,"('males', 'significant')",6
62156,"('males', 'inverse')",5
62157,"('statistically', 'inverse')",5
62158,"('statistically', 'nsa')",5
62159,"('significant', 'inverse')",5
62160,"('significant', 'nsa')",5
62161,"('inverse', 'nsa')",5
62162,"('inverse', 'found')",5
62163,"('inverse', 'already')",5
62164,"('relationship', 'nsa')",5
62165,"('relationship', 'already')",5
62166,"('relationship', 'reported')",7
62167,"('nsa', 'found')",5
62168,"('nsa', 'already')",5
62169,"('nsa', 'reported')",5
62170,"('nsa', 'others')",5
62171,"('found', 'already')",5
62172,"('found', 'observed')",19
62173,"('already', 'others')",5
62174,"('already', 'females')",5
62175,"('reported', 'females')",5
62176,"('reported', 'agrees')",6
62177,"('others', 'agrees')",4
62178,"('others', 'reports')",4
62179,"('observed', 'females')",5
62180,"('observed', 'agrees')",5
62181,"('observed', 'authors')",8
62182,"('females', 'agrees')",4
62183,"('females', 'reports')",4
62184,"('females', 'authors')",4
62185,"('observed', 'included')",3
62186,"('disease', 'imaging')",4
62187,"('therefore', 'obvious')",3
62188,"('hiv', 'positive')",3
62189,"('positive', 'lower')",5
62190,"('consolidation', 'pattern')",3
62191,"('imaging', 'study')",5
62192,"('equally', 'likely')",3
62193,"('likely', 'included')",3
62194,"('figure', 'observed')",5
62195,"('models', 'often')",3
62196,"('models', 'show')",6
62197,"('show', 'consistent')",7
62198,"('absence', 'consistent')",3
62199,"('aggressiveness', 'may')",6
62200,"('showed', 'recent')",3
62201,"('normal', 'observed')",4
62202,"('observed', 'nuclear')",3
62203,"('cells', 'table')",3
62204,"('table', 'figure')",3
62205,"('exposure', 'draft')",3
62206,"('result', 'hypothesis')",5
62207,"('high', 'prior')",3
62208,"('notable', 'studies')",4
62209,"('erence', 'studies')",4
62210,"('occurred', 'mice')",4
62211,"('mice', 'howes')",4
62212,"('mice', 'molecular')",4
62213,"('mice', 'basis')",4
62214,"('fig', 'agreement')",4
62215,"('many', 'show')",3
62216,"('good', 'quality')",5
62217,"('quality', 'indicates')",3
62218,"('data', 'errors')",3
62219,"('standard', 'mean')",3
62220,"('corresponding', 'result')",4
62221,"('markedly', 'two')",4
62222,"('differs', 'graphene')",4
62223,"('two', 'peaks')",8
62224,"('two', 'temperature')",3
62225,"('temperature', 'power')",4
62226,"('temperature', 'study')",8
62227,"('laser', 'power')",3
62228,"('laser', 'laser')",3
62229,"('power', 'current')",3
62230,"('study', 'laser')",6
62231,"('laser', 'wavelength')",5
62232,"('wavelength', 'result')",3
62233,"('figure', 'smaller')",3
62234,"('value', 'still')",9
62235,"('value', 'derived')",49
62236,"('exponent', 'derived')",4
62237,"('still', 'smaller')",15
62238,"('still', 'derived')",5
62239,"('smaller', 'derived')",18
62240,"('smaller', 'given')",5
62241,"('given', 'time')",4
62242,"('given', 'much')",3
62243,"('however', 'larger')",15
62244,"('however', 'saw')",3
62245,"('value', 'far')",7
62246,"('value', 'away')",4
62247,"('although', 'real')",3
62248,"('real', 'scaling')",3
62249,"('scaling', 'regime')",6
62250,"('scaling', 'quite')",3
62251,"('obvious', 'effect')",4
62252,"('structures', 'within')",5
62253,"('deviations', 'within')",3
62254,"('within', 'quite')",5
62255,"('quite', 'contrast')",4
62256,"('mixing', 'times')",4
62257,"('times', 'earlier')",5
62258,"('earlier', 'longer')",3
62259,"('observations', 'increase')",5
62260,"('observations', 'longer')",3
62261,"('observations', 'mixing')",3
62262,"('increase', 'longer')",3
62263,"('long', 'also')",5
62264,"('period', 'found')",11
62265,"('period', 'also')",6
62266,"('period', 'close')",6
62267,"('found', 'angle')",4
62268,"('also', 'close')",4
62269,"('also', 'angle')",3
62270,"('close', 'angle')",3
62271,"('small', 'based')",3
62272,"('angle', 'scattering')",3
62273,"('value', 'based')",15
62274,"('value', 'model')",11
62275,"('value', 'lattice')",3
62276,"('based', 'model')",9
62277,"('energy', 'particle')",4
62278,"('global', 'minimum')",3
62279,"('minimum', 'find')",3
62280,"('find', 'local')",3
62281,"('potential', 'energy')",6
62282,"('however', 'molecular')",5
62283,"('previous', 'simulations')",5
62284,"('molecular', 'simulations')",5
62285,"('dynamics', 'simulations')",4
62286,"('simulations', 'observed')",7
62287,"('furthermore', 'state')",4
62288,"('lowest', 'energy')",4
62289,"('energy', 'transition')",5
62290,"('energy', 'state')",7
62291,"('energy', 'system')",3
62292,"('state', 'system')",9
62293,"('known', 'system')",3
62294,"('ligands', 'including')",4
62295,"('acid', 'also')",3
62296,"('also', 'cancer')",3
62297,"('studies', 'ratio')",6
62298,"('also', 'ratio')",11
62299,"('however', 'ratio')",19
62300,"('ratio', 'studies')",5
62301,"('suggesting', 'necessary')",3
62302,"('necessary', 'normal')",3
62303,"('ovarian', 'cancer')",5
62304,"('xiap', 'rip')",4
62305,"('shown', 'decrease')",7
62306,"('upon', 'exposure')",3
62307,"('actinomycin', 'cells')",4
62308,"('chx', 'cells')",4
62309,"('cells', 'fulda')",4
62310,"('cells', 'zhang')",4
62311,"('contrast', 'change')",3
62312,"('level', 'following')",3
62313,"('treatment', 'formation')",3
62314,"('specifically', 'promotes')",3
62315,"('specifically', 'formation')",3
62316,"('specifically', 'cyclin')",3
62317,"('specifically', 'complex')",3
62318,"('promotes', 'formation')",3
62319,"('promotes', 'cyclin')",3
62320,"('promotes', 'complex')",3
62321,"('promotes', 'however')",3
62322,"('formation', 'cyclin')",3
62323,"('formation', 'higher')",6
62324,"('cyclin', 'higher')",3
62325,"('cyclin', 'concentration')",3
62326,"('complex', 'higher')",5
62327,"('complex', 'concentration')",3
62328,"('complex', 'binds')",3
62329,"('however', 'binds')",3
62330,"('higher', 'binds')",3
62331,"('higher', 'cyclin')",3
62332,"('higher', 'well')",6
62333,"('concentration', 'binds')",3
62334,"('concentration', 'cyclin')",6
62335,"('concentration', 'well')",3
62336,"('binds', 'cyclin')",6
62337,"('binds', 'well')",3
62338,"('binds', 'thereby')",3
62339,"('cyclin', 'well')",3
62340,"('cyclin', 'thereby')",6
62341,"('cyclin', 'functions')",6
62342,"('well', 'cyclin')",3
62343,"('well', 'thereby')",3
62344,"('well', 'functions')",3
62345,"('well', 'inhibitor')",3
62346,"('cyclin', 'inhibitor')",3
62347,"('thereby', 'functions')",3
62348,"('thereby', 'inhibitor')",3
62349,"('thereby', 'may')",3
62350,"('functions', 'inhibitor')",3
62351,"('functions', 'may')",3
62352,"('functions', 'inhibit')",3
62353,"('inhibitor', 'may')",3
62354,"('inhibitor', 'inhibit')",3
62355,"('inhibitor', 'cell')",6
62356,"('activity', 'inhibit')",4
62357,"('may', 'decreasing')",3
62358,"('inhibit', 'decreasing')",3
62359,"('cell', 'decreasing')",6
62360,"('proliferation', 'decreasing')",3
62361,"('proliferation', 'activity')",3
62362,"('proliferation', 'also')",3
62363,"('proliferation', 'mechanisms')",3
62364,"('decreasing', 'activity')",3
62365,"('decreasing', 'also')",3
62366,"('decreasing', 'mechanisms')",3
62367,"('decreasing', 'interacting')",3
62368,"('activity', 'interacting')",3
62369,"('activity', 'proliferating')",3
62370,"('also', 'interacting')",3
62371,"('also', 'proliferating')",3
62372,"('mechanisms', 'interacting')",3
62373,"('mechanisms', 'proliferating')",3
62374,"('mechanisms', 'nuclear')",3
62375,"('interacting', 'proliferating')",3
62376,"('interacting', 'cell')",3
62377,"('interacting', 'nuclear')",3
62378,"('interacting', 'antigen')",3
62379,"('proliferating', 'cell')",3
62380,"('proliferating', 'nuclear')",3
